Game Date,Game ID,Game Time,Arena,Arena City,Home Team Abbreviation,Home Conference,Home Division,Visiting Team Abbreviation,Visiting Conference,Visiting Division,Divisional Game,Conference Game,Home Team ID,Visiting Team ID
2025-01-17,22400580,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,TOR,East,Atlantic,No,Yes,1610612749,1610612761
2025-01-18,22400591,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,HOU,West,Southwest,No,Yes,1610612757,1610612745
2025-01-18,22400590,9:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,CLE,East,Central,No,No,1610612750,1610612739
2025-01-18,22400588,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,PHI,East,Atlantic,No,Yes,1610612754,1610612755
2025-01-18,22400589,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,WAS,East,Southeast,No,No,1610612744,1610612764
2025-01-18,22400586,5:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,PHX,West,Pacific,No,No,1610612765,1610612756
2025-01-18,22400587,7:00 pm ET,TD Garden,Boston,BOS,East,Atlantic,ATL,East,Southeast,No,Yes,1610612738,1610612737
2025-01-19,22400597,9:00 pm ET,Moda Center,Portland,POR,West,Northwest,CHI,East,Central,No,No,1610612757,1610612741
2025-01-19,22400592,3:00 pm ET,Kaseya Center,Miami,MIA,East,Southeast,SAS,West,Southwest,No,No,1610612748,1610612759
2025-01-19,22400593,6:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,DEN,West,Northwest,No,No,1610612753,1610612743
2025-01-19,22400594,7:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,PHI,East,Atlantic,No,Yes,1610612749,1610612755
2025-01-19,22400595,7:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,BKN,East,Atlantic,No,No,1610612760,1610612751
2025-01-19,22400596,9:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,LAL,West,Pacific,Yes,Yes,1610612746,1610612747
2025-01-19,22400598,9:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,WAS,East,Southeast,No,No,1610612758,1610612764
2025-01-20,22400604,5:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,BOS,East,Atlantic,No,No,1610612744,1610612738
2025-01-20,22400605,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,UTA,West,Northwest,No,Yes,1610612740,1610612762
2025-01-20,22400603,3:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,PHX,West,Pacific,No,No,1610612739,1610612756
2025-01-20,22400602,3:00 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,ATL,East,Southeast,No,Yes,1610612752,1610612737
2025-01-20,22400599,12:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,DAL,West,Southwest,No,No,1610612766,1610612742
2025-01-20,22400600,2:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,DET,East,Central,No,No,1610612745,1610612765
2025-01-20,22400601,2:30 pm ET,FedExForum,Memphis,MEM,West,Southwest,MIN,West,Northwest,No,Yes,1610612763,1610612750
2025-01-21,22400606,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,NYK,East,Atlantic,Yes,Yes,1610612751,1610612752
2025-01-21,22400607,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,POR,West,Northwest,No,No,1610612748,1610612757
2025-01-21,22400608,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,ORL,East,Southeast,No,Yes,1610612761,1610612753
2025-01-21,22400609,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,PHI,East,Atlantic,No,No,1610612743,1610612755
2025-01-21,22400610,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,WAS,East,Southeast,No,No,1610612747,1610612764
2025-01-21,22400611,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,CHI,East,Central,No,No,1610612746,1610612741
2025-01-22,22400620,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,BOS,East,Atlantic,No,No,1610612746,1610612738
2025-01-22,22400619,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,GSW,West,Pacific,Yes,Yes,1610612758,1610612744
2025-01-22,22400618,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,UTA,West,Northwest,Yes,Yes,1610612760,1610612762
2025-01-22,22400617,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,MIL,East,Central,No,No,1610612740,1610612749
2025-01-22,22400616,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,CHA,East,Southeast,No,No,1610612763,1610612766
2025-01-22,22400614,7:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,MIN,West,Northwest,No,Yes,1610612742,1610612750
2025-01-22,22400613,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,PHX,West,Pacific,No,No,1610612751,1610612756
2025-01-22,22400612,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,DET,East,Central,No,Yes,1610612737,1610612765
2025-01-22,22400615,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,CLE,East,Central,No,No,1610612745,1610612739
2025-01-23,22400626,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,SAC,West,Pacific,No,Yes,1610612743,1610612758
2025-01-23,22400629,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,BOS,East,Atlantic,No,No,1610612747,1610612738
2025-01-23,22400628,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,CHI,East,Central,No,No,1610612744,1610612741
2025-01-23,22400627,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,WAS,East,Southeast,No,No,1610612762,1610612764
2025-01-23,22400625,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,DAL,West,Southwest,No,Yes,1610612760,1610612742
2025-01-23,22400621,2:00 pm ET,Accor Arena,Paris,IND,East,Central,SAS,West,Southwest,No,No,1610612754,1610612759
2025-01-23,22400623,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,TOR,East,Atlantic,No,Yes,1610612737,1610612761
2025-01-23,22400622,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,POR,West,Northwest,No,No,1610612753,1610612757
2025-01-23,22400624,7:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,MIA,East,Southeast,No,Yes,1610612749,1610612748
2025-01-24,22400630,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,POR,West,Northwest,No,No,1610612766,1610612757
2025-01-24,22400631,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,CLE,East,Central,No,Yes,1610612755,1610612739
2025-01-24,22400632,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,NOP,West,Southwest,Yes,Yes,1610612763,1610612740
2025-01-25,22400646,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,MIL,East,Central,No,No,1610612746,1610612749
2025-01-25,22400640,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,HOU,West,Southwest,No,No,1610612739,1610612745
2025-01-25,22400644,8:30 pm ET,Chase Center,San Francisco,GSW,West,Pacific,LAL,West,Pacific,Yes,Yes,1610612744,1610612747
2025-01-25,22400643,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,UTA,West,Northwest,No,Yes,1610612763,1610612762
2025-01-25,22400642,8:00 pm ET,United Center,Chicago,CHI,East,Central,PHI,East,Atlantic,No,Yes,1610612741,1610612755
2025-01-25,22400641,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,SAC,West,Pacific,No,No,1610612752,1610612758
2025-01-25,22400645,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,WAS,East,Southeast,No,No,1610612756,1610612764
2025-01-25,22400638,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,DET,East,Central,No,Yes,1610612753,1610612765
2025-01-25,22400637,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,NOP,West,Southwest,No,No,1610612766,1610612740
2025-01-25,22400636,6:00 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MIA,East,Southeast,No,Yes,1610612751,1610612748
2025-01-25,22400635,5:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,BOS,East,Atlantic,No,No,1610612742,1610612738
2025-01-25,22400634,3:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,DEN,West,Northwest,Yes,Yes,1610612750,1610612743
2025-01-25,22400633,12:00 pm ET,Accor Arena,Paris,SAS,West,Southwest,IND,East,Central,No,No,1610612759,1610612754
2025-01-25,22400639,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,TOR,East,Atlantic,No,Yes,1610612737,1610612761
2025-01-26,22400647,6:00 pm ET,Moda Center,Portland,POR,West,Northwest,OKC,West,Northwest,Yes,Yes,1610612757,1610612760
2025-01-27,22400659,9:30 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,LAC,West,Pacific,Yes,Yes,1610612756,1610612746
2025-01-27,22400658,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MIL,East,Central,No,No,1610612762,1610612749
2025-01-27,22400656,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,ATL,East,Southeast,No,No,1610612750,1610612737
2025-01-27,22400655,8:00 pm ET,United Center,Chicago,CHI,East,Central,DEN,West,Northwest,No,No,1610612741,1610612743
2025-01-27,22400654,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,NOP,West,Southwest,No,No,1610612761,1610612740
2025-01-27,22400653,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,MEM,West,Southwest,No,No,1610612752,1610612763
2025-01-27,22400657,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,WAS,East,Southeast,No,No,1610612742,1610612764
2025-01-27,22400651,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,SAC,West,Pacific,No,No,1610612751,1610612758
2025-01-27,22400650,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,HOU,West,Southwest,No,No,1610612738,1610612745
2025-01-27,22400649,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,DET,East,Central,Yes,Yes,1610612739,1610612765
2025-01-27,22400648,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,LAL,West,Pacific,No,No,1610612766,1610612747
2025-01-27,22400652,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,ORL,East,Southeast,Yes,Yes,1610612748,1610612753
2025-01-28,22400660,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,LAL,West,Pacific,No,No,1610612755,1610612747
2025-01-28,22400661,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,UTA,West,Northwest,No,Yes,1610612744,1610612762
2025-01-28,22400662,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,MIL,East,Central,No,No,1610612757,1610612749
2025-01-29,22400672,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MIN,West,Northwest,No,Yes,1610612756,1610612750
2025-01-29,22400671,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,LAC,West,Pacific,No,Yes,1610612759,1610612746
2025-01-29,22400670,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,DAL,West,Southwest,Yes,Yes,1610612740,1610612742
2025-01-29,22400669,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,SAC,West,Pacific,No,No,1610612755,1610612758
2025-01-29,22400668,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,DEN,West,Northwest,No,No,1610612752,1610612743
2025-01-29,22400664,7:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,DET,East,Central,Yes,Yes,1610612754,1610612765
2025-01-29,22400666,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,CHI,East,Central,No,Yes,1610612738,1610612741
2025-01-29,22400665,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,TOR,East,Atlantic,No,Yes,1610612764,1610612761
2025-01-29,22400663,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,BKN,East,Atlantic,No,Yes,1610612766,1610612751
2025-01-29,22400673,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,OKC,West,Northwest,No,Yes,1610612744,1610612760
2025-01-29,22400667,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,CLE,East,Central,No,Yes,1610612748,1610612739
2025-01-30,22400677,10:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,MIN,West,Northwest,Yes,Yes,1610612762,1610612750
2025-01-30,22400676,7:30 pm ET,FedExForum,Memphis,MEM,West,Southwest,HOU,West,Southwest,Yes,Yes,1610612763,1610612745
2025-01-30,22400678,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,ORL,East,Southeast,No,No,1610612757,1610612753
2025-01-30,22400674,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,LAL,West,Pacific,No,No,1610612764,1610612747
2025-01-30,22400675,7:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,ATL,East,Southeast,No,Yes,1610612739,1610612737
2025-01-31,22400679,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,LAC,West,Pacific,No,No,1610612766,1610612746
2025-01-31,22400680,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,DAL,West,Southwest,No,No,1610612765,1610612742
2025-01-31,22400681,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,DEN,West,Northwest,No,No,1610612755,1610612743
2025-01-31,22400682,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CHI,East,Central,No,Yes,1610612761,1610612741
2025-01-31,22400683,8:00 pm ET,Smoothie King Center,New Orleans,NOP,West,Southwest,BOS,East,Atlantic,No,No,1610612740,1610612738
2025-01-31,22400684,8:00 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,MIL,East,Central,No,No,1610612759,1610612749
2025-01-31,22400685,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,PHX,West,Pacific,Yes,Yes,1610612744,1610612756
2025-02-01,22400693,8:30 pm ET,Frost Bank Center,San Antonio,SAS,West,Southwest,MIA,East,Southeast,No,No,1610612759,1610612748
2025-02-01,22400692,8:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,LAL,West,Pacific,No,No,1610612752,1610612747
2025-02-01,22400691,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,SAC,West,Pacific,No,Yes,1610612760,1610612758
2025-02-01,22400690,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,WAS,East,Southeast,No,No,1610612750,1610612764
2025-02-01,22400694,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,PHX,West,Pacific,No,Yes,1610612757,1610612756
2025-02-01,22400688,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,DEN,West,Northwest,No,No,1610612766,1610612743
2025-02-01,22400687,5:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,ORL,East,Southeast,No,No,1610612762,1610612753
2025-02-01,22400686,5:00 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,ATL,East,Southeast,No,Yes,1610612754,1610612737
2025-02-01,22400689,8:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,BKN,East,Atlantic,No,No,1610612745,1610612751
2025-02-02,22400695,3:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CHI,East,Central,Yes,Yes,1610612765,1610612741
2025-02-02,22400696,3:30 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,DAL,West,Southwest,No,No,1610612739,1610612742
2025-02-02,22400697,3:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,LAC,West,Pacific,No,No,1610612761,1610612746
2025-02-02,22400698,6:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612755,1610612738
2025-02-02,22400699,8:30 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,MEM,West,Southwest,No,No,1610612749,1610612763
2025-02-03,22400709,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,PHX,West,Pacific,No,Yes,1610612757,1610612756
2025-02-03,22400708,10:00 pm ET,Chase Center,San Francisco,GSW,West,Pacific,ORL,East,Southeast,No,No,1610612744,1610612753
2025-02-03,22400707,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,IND,East,Central,No,No,1610612762,1610612754
2025-02-03,22400706,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,NOP,West,Southwest,No,Yes,1610612743,1610612740
2025-02-03,22400705,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MIL,East,Central,No,No,1610612760,1610612749
2025-02-03,22400701,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,ATL,East,Southeast,No,Yes,1610612765,1610612737
2025-02-03,22400703,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,SAS,West,Southwest,Yes,Yes,1610612763,1610612759
2025-02-03,22400702,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,HOU,West,Southwest,No,No,1610612752,1610612745
2025-02-03,22400700,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,WAS,East,Southeast,Yes,Yes,1610612766,1610612764
2025-02-03,22400704,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,SAC,West,Pacific,No,Yes,1610612750,1610612758
2025-02-04,22400714,8:00 pm ET,United Center,Chicago,CHI,East,Central,MIA,East,Southeast,No,Yes,1610612741,1610612748
2025-02-04,22400715,10:00 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,LAL,West,Pacific,Yes,Yes,1610612746,1610612747
2025-02-04,22400716,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,IND,East,Central,No,No,1610612757,1610612754
2025-02-04,22400713,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,NYK,East,Atlantic,Yes,Yes,1610612761,1610612752
2025-02-04,22400710,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,BOS,East,Atlantic,No,Yes,1610612739,1610612738
2025-02-04,22400711,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,HOU,West,Southwest,No,No,1610612751,1610612745
2025-02-04,22400712,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,DAL,West,Southwest,No,No,1610612755,1610612742
2025-02-05,22400717,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,MIL,East,Central,No,Yes,1610612766,1610612749
2025-02-05,22400718,7:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CLE,East,Central,Yes,Yes,1610612765,1610612739
2025-02-05,22400719,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,SAS,West,Southwest,No,No,1610612737,1610612759
2025-02-05,22400720,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,WAS,East,Southeast,No,Yes,1610612751,1610612764
2025-02-05,22400721,7:30 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,MIA,East,Southeast,No,Yes,1610612755,1610612748
2025-02-05,22400722,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,MEM,West,Southwest,No,No,1610612761,1610612763
2025-02-05,22400723,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,CHI,East,Central,No,No,1610612750,1610612741
2025-02-05,22400724,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,PHX,West,Pacific,No,Yes,1610612760,1610612756
2025-02-05,22400725,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,GSW,West,Pacific,No,Yes,1610612762,1610612744
2025-02-05,22400726,10:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,NOP,West,Southwest,No,Yes,1610612743,1610612740
2025-02-05,22400727,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,ORL,East,Southeast,No,No,1610612758,1610612753
2025-02-06,22400733,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,IND,East,Central,No,No,1610612746,1610612754
2025-02-06,22400732,10:00 pm ET,Moda Center,Portland,POR,West,Northwest,SAC,West,Pacific,No,Yes,1610612757,1610612758
2025-02-06,22400731,10:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,GSW,West,Pacific,Yes,Yes,1610612747,1610612744
2025-02-06,22400729,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,HOU,West,Southwest,No,Yes,1610612750,1610612745
2025-02-06,22400728,7:30 pm ET,TD Garden,Boston,BOS,East,Atlantic,DAL,West,Southwest,No,No,1610612738,1610612742
2025-02-06,22400730,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,ORL,East,Southeast,No,No,1610612743,1610612753
2025-02-07,22400734,7:00 pm ET,Spectrum Center,Charlotte,CHA,East,Southeast,SAS,West,Southwest,No,No,1610612766,1610612759
2025-02-07,22400735,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,CLE,East,Central,No,Yes,1610612764,1610612739
2025-02-07,22400736,7:30 pm ET,State Farm Arena,Atlanta,ATL,East,Southeast,MIL,East,Central,No,Yes,1610612737,1610612749
2025-02-07,22400737,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,MIA,East,Southeast,No,Yes,1610612751,1610612748
2025-02-07,22400738,7:30 pm ET,Little Caesars Arena,Detroit,DET,East,Central,PHI,East,Atlantic,No,Yes,1610612765,1610612755
2025-02-07,22400739,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,TOR,East,Atlantic,No,No,1610612760,1610612761
2025-02-07,22400740,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,UTA,West,Northwest,No,Yes,1610612756,1610612762
2025-02-08,22400747,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,POR,West,Northwest,Yes,Yes,1610612750,1610612757
2025-02-08,22400750,10:00 pm ET,Golden 1 Center,Sacramento,SAC,West,Pacific,NOP,West,Southwest,No,Yes,1610612758,1610612740
2025-02-08,22400749,9:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,DEN,West,Northwest,No,Yes,1610612756,1610612743
2025-02-08,22400748,8:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,BOS,East,Atlantic,Yes,Yes,1610612752,1610612738
2025-02-08,22400746,8:00 pm ET,FedExForum,Memphis,MEM,West,Southwest,OKC,West,Northwest,No,Yes,1610612763,1610612760
2025-02-08,22400751,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,UTA,West,Northwest,No,Yes,1610612746,1610612762
2025-02-08,22400744,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,ATL,East,Southeast,Yes,Yes,1610612764,1610612737
2025-02-08,22400743,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,SAS,West,Southwest,No,No,1610612753,1610612759
2025-02-08,22400742,4:00 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,IND,East,Central,No,No,1610612747,1610612754
2025-02-08,22400741,3:00 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,HOU,West,Southwest,Yes,Yes,1610612742,1610612745
2025-02-08,22400745,8:00 pm ET,United Center,Chicago,CHI,East,Central,GSW,West,Pacific,No,No,1610612741,1610612744
2025-02-09,22400753,2:00 pm ET,Toyota Center,Houston,HOU,West,Southwest,TOR,East,Atlantic,No,No,1610612745,1610612761
2025-02-09,22400754,2:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,PHI,East,Atlantic,No,Yes,1610612749,1610612755
2025-02-09,22400752,1:00 pm ET,Little Caesars Arena,Detroit,DET,East,Central,CHA,East,Southeast,No,Yes,1610612765,1610612766
2025-02-10,22400763,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,POR,West,Northwest,Yes,Yes,1610612743,1610612757
2025-02-10,22400761,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,NOP,West,Southwest,No,Yes,1610612760,1610612740
2025-02-10,22400760,8:00 pm ET,Fiserv Forum,Milwaukee,MIL,East,Central,GSW,West,Pacific,No,No,1610612749,1610612744
2025-02-10,22400762,8:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,SAC,West,Pacific,No,Yes,1610612742,1610612758
2025-02-10,22400758,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,CHA,East,Southeast,No,Yes,1610612751,1610612766
2025-02-10,22400757,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,SAS,West,Southwest,No,No,1610612764,1610612759
2025-02-10,22400756,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,ATL,East,Southeast,Yes,Yes,1610612753,1610612737
2025-02-10,22400755,7:00 pm ET,Rocket Mortgage FieldHouse,Cleveland,CLE,East,Central,MIN,West,Northwest,No,No,1610612739,1610612750
2025-02-10,22400759,7:30 pm ET,Kaseya Center,Miami,MIA,East,Southeast,BOS,East,Atlantic,No,Yes,1610612748,1610612738
2025-02-11,22400764,7:00 pm ET,Wells Fargo Center,Philadelphia,PHI,East,Atlantic,TOR,East,Atlantic,Yes,Yes,1610612755,1610612761
2025-02-11,22400765,7:30 pm ET,Gainbridge Fieldhouse,Indianapolis,IND,East,Central,NYK,East,Atlantic,No,Yes,1610612754,1610612752
2025-02-11,22400766,8:00 pm ET,United Center,Chicago,CHI,East,Central,DET,East,Central,Yes,Yes,1610612741,1610612765
2025-02-11,22400767,10:00 pm ET,Footprint Center,Phoenix,PHX,West,Pacific,MEM,West,Southwest,No,Yes,1610612756,1610612763
2025-02-11,22400768,10:30 pm ET,Crypto.com Arena,Los Angeles,LAL,West,Pacific,UTA,West,Northwest,No,Yes,1610612747,1610612762
2025-02-12,22400779,8:30 pm ET,Toyota Center,Houston,HOU,West,Southwest,PHX,West,Pacific,No,Yes,1610612745,1610612756
2025-02-12,22400783,10:30 pm ET,Intuit Dome,Inglewood,LAC,West,Pacific,MEM,West,Southwest,No,Yes,1610612746,1610612763
2025-02-12,22400782,9:30 pm ET,American Airlines Center,Dallas,DAL,West,Southwest,GSW,West,Pacific,No,Yes,1610612742,1610612744
2025-02-12,22400781,9:00 pm ET,Delta Center,Salt Lake City,UTA,West,Northwest,LAL,West,Pacific,No,Yes,1610612762,1610612747
2025-02-12,22400780,9:00 pm ET,Ball Arena,Denver,DEN,West,Northwest,POR,West,Northwest,Yes,Yes,1610612743,1610612757
2025-02-12,22400778,8:00 pm ET,Paycom Center,Oklahoma City,OKC,West,Northwest,MIA,East,Southeast,No,No,1610612760,1610612748
2025-02-12,22400770,7:00 pm ET,Kia Center,Orlando,ORL,East,Southeast,CHA,East,Southeast,Yes,Yes,1610612753,1610612766
2025-02-12,22400776,8:00 pm ET,Target Center,Minneapolis,MIN,West,Northwest,MIL,East,Central,No,No,1610612750,1610612749
2025-02-12,22400775,8:00 pm ET,United Center,Chicago,CHI,East,Central,DET,East,Central,Yes,Yes,1610612741,1610612765
2025-02-12,22400774,7:30 pm ET,Scotiabank Arena,Toronto,TOR,East,Atlantic,CLE,East,Central,No,Yes,1610612761,1610612739
2025-02-12,22400773,7:30 pm ET,Madison Square Garden,New York,NYK,East,Atlantic,ATL,East,Southeast,No,Yes,1610612752,1610612737
2025-02-12,22400772,7:30 pm ET,Barclays Center,Brooklyn,BKN,East,Atlantic,PHI,East,Atlantic,Yes,Yes,1610612751,1610612755
2025-02-12,22400771,7:00 pm ET,Capital One Arena,Washington,WAS,East,Southeast,IND,East,Central,No,Yes,1610612764,1610612754
